Name,Comment_text,Time,Likes,Reply Count
REHAN AWAN XD,So interesting🤔🤫,2021-03-05T07:09:34Z,1,0
Sohail qureshi,So sad,2021-03-05T06:53:40Z,0,0
Parmita das,Nice song n outstanding show.. I love this show very romantic drama,2021-03-05T06:51:28Z,0,0
Fahad Latif,I love this Song 💘 and hiba bukhari is my is my favorite actress,2021-03-05T06:21:41Z,1,0
haroon sheraz,best best best best song,2021-03-05T06:00:26Z,0,0
Aman Amanullah,Please guys mere liye dua kiya karo mujhe mere life partner mile mujhe mere pyaar mile our ose bhi mere se piyaar ho jaye please request hai dua mein yaad rakhe<br />Inshallah zaroor mile ga apko apka partner ♥️😭wahi jise ap piyaar karte ho,2021-03-05T05:44:01Z,12,1
Rubeena Sheikh,Amazing lyrics,2021-03-05T05:25:10Z,0,0
Jatin Panchal,Song it really touch the 💖. Very beautiful and romantic.,2021-03-05T03:35:00Z,3,0
A R,This is pakistan..Outstanding script actors productions OST best and best with outstanding singers and originality..,2021-03-05T02:54:38Z,0,0
Meher Arsalan,Mind blowing song,2021-03-05T00:25:20Z,0,0
Zindagi Love,Itna wait karwaya hai es k ost ne finally official video aa gaya,2021-03-04T23:10:28Z,0,0
Khalil Ahmed,Wahaj Ali&#39;s ACTING❤🔥💥 I am speechless🤐👌👏👏,2021-03-04T22:32:04Z,1,0
Burhan Hussain,Aims being ab made jarahihai Faisal qureshi ke liye pehle dolat chye thi ab fsisal,2021-03-04T21:56:18Z,0,0
Tooba shakeel,"Looks as &#39;&#39;deewangi&#39;&#39;<br />Wahan sultan durrani,deewana hua wa tha or yahan hamza ko fitoor charha hua hai...",2021-03-04T21:41:18Z,56,3
Anas Farooq,Who is here after ayat arif ost of fitoor,2021-03-04T21:17:30Z,0,0
Baber Inno,Feeling broken 💔,2021-03-04T21:04:41Z,0,0
Gurpreet Kuar,Yar pls wrak mai 5days anaa chahiye control nai ho raha k next episode mai kya hoga oo pls next b upload karo 💖💖,2021-03-04T19:35:38Z,34,0
Jawad Afzal,Pathar tutyan awaz na avy<br />Dil tutyan jism rola pavy,2021-03-04T19:26:23Z,0,0
Fati Creations 420,Is ost mai tu ek or new larki hai,2021-03-04T18:58:34Z,0,0
Hadi Mahmood,<b>Aima Baig</b> is my favourite 😎,2021-03-04T18:47:32Z,0,0
Zee Khan,Classic,2021-03-04T18:29:30Z,0,0
Komal Komi,Wahaj Ali’s expressionssssss❤️,2021-03-04T18:05:09Z,14,0
Zahid yousuf,Wow Heart Touching Serial...,2021-03-04T17:56:12Z,0,0
Humaira Nadeem,Nice  title sound👌,2021-03-04T17:47:29Z,1,0
Shamail Hussain,One favorite Drama ❤️,2021-03-04T17:36:12Z,1,0
Shamail Hussain,Dilnashen said Qubol hai hamza eye&#39;s filled with tears  😭😭💔💔,2021-03-04T17:35:54Z,101,15
Shamail Hussain,Heart touching 💔,2021-03-04T17:34:36Z,1,0
ye wqt b guzzr jaega,yrrrr wahaj ......😍😍😍😍😍😍😍,2021-03-04T16:26:13Z,1,0
Tanzeela Kausar,what a lyricss    omggg,2021-03-04T16:10:30Z,3,0
Rizwan Ali,Loving💓,2021-03-04T16:01:53Z,0,0
Kashish Arsh,Heart touching 💖😍😭😭,2021-03-04T15:41:31Z,2,0
Eshal Roha princess,Fantastic😍❤,2021-03-04T15:24:54Z,1,1
Bilal Raza,Wow,2021-03-04T15:17:47Z,0,0
Amtul Shakeel,Heart touching ost❤,2021-03-04T15:11:20Z,1,0
zainab ismail,"Sometimes we have everything, yet nothing at all... ❤️",2021-03-04T14:28:24Z,14,3
zainab ismail,Absolutely in love with this song,2021-03-04T14:27:26Z,49,3
Mano Asher,Itsso lovely song❤️,2021-03-04T14:02:50Z,1,0
Justin Maker,Wahaj Ali Ko Drama Se Nekal Daina Chaheia,2021-03-04T13:41:14Z,0,3
Sumair Lahoriya,Mashalla 😍 song kamal,2021-03-04T12:15:03Z,0,0
Rashmi Sagar,Pakistani drama ki ost bhut jada hi dil chune Bali hoti hai 😊😊😊😍😍😍😍😍,2021-03-04T11:18:39Z,38,2
Bullo Khan,Wow,2021-03-04T11:15:31Z,0,0
Bilal gamer,Nice song,2021-03-04T10:38:06Z,1,0
Imran Ali,Sooooooooooooooooooooooooooooooooooooooo  beautiful,2021-03-04T10:32:24Z,0,0
Afzal Manzoor,Me behad tens hun plz pray for me mera pyr mujhe mile ameen kahen sub plzzzzzzz,2021-03-04T10:03:19Z,3,2
Fatima Omer,Amazing song,2021-03-04T09:57:27Z,2,0
asmyra qureshi asmyra,hamza acting so nice my fav,2021-03-04T08:50:52Z,3,0
Huma Tahir,Koi aisaa dard dey nikal jaye jan........ amazing,2021-03-04T08:03:07Z,1,0
faTal freezite,"brilliant Ost *. Sung by Shani and Aimmma, Wahaj performance Awsum all cast faysal bhaii ,hibaaa goingggg tooo gooood,",2021-03-04T07:48:34Z,2,0
Princess Stance,Drama b bht acha sb sy zyada,2021-03-04T07:22:21Z,1,0
Princess Stance,I love this song heart touching song,2021-03-04T07:21:11Z,2,0
Popular Music N,Wikipedia: I know everything<br />Google: I have everything<br />Facebook: I know everyone<br />Internet: Without me all you are nothing<br />Electricity: Keep talking kids,2021-03-04T06:44:27Z,124,6
Seema Khan,Hi song,2021-03-04T06:00:21Z,1,1
Ayesha Doll,Loving song😍❤,2021-03-04T04:30:59Z,2,0
Fazal Yasin,nice,2021-03-04T04:09:10Z,2,0
tahira fatima,Wahaj is so handsome😍,2021-03-04T03:50:36Z,63,6
Ali Ahmad,Wah kamal ka hai,2021-03-04T02:04:32Z,2,0
Fozia Khan,Omg outstanding drama 😍😍😍👍👍👍heart touching,2021-03-03T21:58:23Z,4,0
Zain Ijaz Vaince,This ost is something else such a beautiful combination of soft music and soft voice.. ever time I listen it takes me somewhere else somewhere where I supposed to be.,2021-03-03T21:40:23Z,147,2
Marriyam Shah,Wowwww.🥺🔥,2021-03-03T21:34:03Z,2,0
Syed Nadeem Syed Nadeem,best drama in the Geo😚😜😙😙,2021-03-03T21:18:38Z,4,1
Sumaira Khalid,OMG awesome song💞💞👏👏♥️♥️😍😍 love it♥️♥️,2021-03-03T20:13:01Z,2,0
First Last,nice song with super music,2021-03-03T19:33:35Z,2,0
Arun Kumar,In love with,2021-03-03T19:06:39Z,1,0
Shaista Zahid,Kmal ka ost kuch yadain yad agai,2021-03-03T18:49:27Z,1,0
javeria aftab,Hibas makeup looks so great😍,2021-03-03T18:44:04Z,8,0
Mubina Jariwala,Woh mila q tha agar usse bichadna tha...,2021-03-03T18:31:24Z,2,0
Ahmed Hassan,This ost is amazing please support this song for 5 million,2021-03-03T18:15:57Z,133,2
Syeda Fatima,I love this,2021-03-03T16:42:50Z,1,0
Ramsha Aqeel,Ye kab tak Bachio ki agr ki actress k sath ata rahega??,2021-03-03T16:22:29Z,0,0
Maham Doll,Nice song 💞,2021-03-03T15:31:28Z,2,0
PWR EMILY,This drama is based on valentines lol,2021-03-03T14:42:40Z,0,0
Iram siddique Iram siddique,Beautiful ost 🔥,2021-03-03T14:13:45Z,0,0
Samjhana Gurung,Please qayamat ki bhi ost dale😚😚😚,2021-03-03T14:10:55Z,0,0
ali bilal,Very heart touching beat,2021-03-03T14:05:24Z,0,0
Biala Zulfiqar,Good luck ♥️ song my favorite song 🌹🌹🌹🌹,2021-03-03T13:36:23Z,0,0
Tasbeeh ullah,I love this song aaj pory din me 75 bar sun chuki hun nice song,2021-03-03T13:18:36Z,1,0
Tasbeeh ullah,I love this song aaj pory din me 75 bar sun chuki hun nice song,2021-03-03T13:17:55Z,0,0
Syed Ammar,Ye khubsurati tu fani hy,2021-03-03T13:03:44Z,0,0
Ayesha queen,I love this song❤❤❤,2021-03-03T13:01:31Z,1,0
Iqra Ali,i love ost,2021-03-03T12:05:14Z,0,0
Cutie Piegi3u,So nice,2021-03-03T11:30:40Z,0,0
AHMED GAMING,Who wants happy ending of Haider and Dil nasheen,2021-03-03T11:23:30Z,13,0
Hamza Irfan,Plzzz plzz qayamat ost realezz kerde,2021-03-03T10:59:27Z,1,0
Sana Sarfaraz,Pleaseeeee it&#39;s a humble request fitrat ka ost BHI release kar de pleaseeeeeee yarrrrr male female version bothhh,2021-03-03T09:33:59Z,0,0
Sadiamatto2 Sadiamatto2,I love you this song,2021-03-03T09:21:56Z,0,0
Sadiamatto2 Sadiamatto2,Nice song 👌😘,2021-03-03T09:21:31Z,0,0
rubaca rafiq,Oo,2021-03-03T09:18:10Z,0,0
Zoya Naaz,Heart touching 🥰🥰😍,2021-03-03T09:17:55Z,0,0
Do Die,Best song for heart feeling 😍😍😍😍,2021-03-03T09:14:56Z,0,0
iqra javed,Kamal,2021-03-03T08:47:38Z,0,0
Muhammad Saadul Hasan,❤️❤️❤️,2021-03-03T08:34:38Z,0,0
Hania poetry,Starting music <br />Broken heart  music 😭<br />Koe esa dard dy nikal jaye jaaaaa,2021-03-03T08:33:56Z,0,0
Shahzad Lahori,Very good acting Faisal Bhai,2021-03-03T08:05:56Z,0,0
Nida Khan,Woww nice ost 👌🏼👌👌🏻❤❤,2021-03-03T07:38:13Z,0,0
Irfan Qureshi,Wow 😍 It&#39;s a beautiful Song 😍,2021-03-03T07:19:39Z,1,0
Hazal Shan,Its just osm,2021-03-03T07:05:55Z,0,0
M Aamir Bhatti,2021 Ke Superhit OST <br />Fitoor❤<br />Phele Si Mohabbat❤,2021-03-03T06:40:32Z,7,0
Muhammad Ahmed,Hyeeeee so nice song 💔💘,2021-03-03T06:14:06Z,0,0
Arhamkhan Arhamkhan,Wahaj ali,2021-03-03T06:11:07Z,0,0
Asif Asd,Hiba or faysal bht ache lge he  very nice personality faysal.,2021-03-03T05:47:12Z,0,0
Fairyland,Looking stunning hiba ❤️❤️❤️,2021-03-02T21:20:14Z,0,0
Rahemeen Musheer,Very very nice song 👌👌👌👌👌👌👌👌👌❣️❣️❣️❣️❣️❣️❣️,2021-03-02T20:36:33Z,0,0
SHAYAN GAMER FREE FIRE,❤️❤️❤️ Love you,2021-03-02T19:20:50Z,1,0
Abdul Ahad,Music words full song lovely😍😍😥,2021-03-02T18:57:01Z,0,0
Afreen Afreen,is the amazing song,2021-03-02T18:38:59Z,1,0
SHAIK MOHAMMED SHAIL,Hamzma,2021-03-02T18:10:08Z,0,0
Maira Khan,Teasers dekh k dil nai krta hai k ye serial dekh lay full of tension and depression  hai dramas experiment  k ly dekh ja  ty ha  na k depression  k ly 🥺🥺🤨 ye pak serial kyun fazol ho gy hai......na habbi kbi faisal  k sat tek se reh gi or na happy end ho ga I hope  🙄🙄,2021-03-02T17:35:11Z,0,0
Fareeha Noor,Heart touching song ❤️❤️🥺🥺,2021-03-02T17:34:37Z,0,0
Kiran Liaqat,Outstanding Amazing bestest ost everrr🥰🥰🥰🥰🥰🥰🥰🥰🥰,2021-03-02T17:33:19Z,1,0
Shahzad Ray,Do u agry ?????,2021-03-02T16:55:21Z,0,0
Shahzad Ray,Wahaj kamal ka actor kamal😘😘😘😘😗😗😗,2021-03-02T16:51:22Z,0,0
Nazish Mansoor,Nikal jaye Jan.... Love u mansoor alot,2021-03-02T15:37:21Z,0,0
Sarmad Chaudhry,"such a beautiful poetry , this song is one of my favorite songs.. ALL actors an actresses work hard,, Faysal Qureshi and Hiba Bukhari WELL DONE , heart for Fitoor team.....Love from Lahore....",2021-03-02T15:36:03Z,5,0
Alizain zain,I love this song,2021-03-02T15:32:45Z,0,0
KMR Rasiff,Here only for faysal qureshi sirrr lots of love from Kashmir,2021-03-02T15:09:29Z,1,0
Nadira’s Recipes,Such lovely song.. can’t get it enough..,2021-03-02T14:56:18Z,0,0
YAWAR Hayat,Best of ever,2021-03-02T14:53:07Z,1,0
Sahil Ahmad,😍😍💖💖♥️love😍😍💖💖♥️,2021-03-02T14:20:54Z,2,1
Shadab Naseem,My hart touching song lovely,2021-03-02T13:50:04Z,0,0
Shadab Naseem,Lovely song,2021-03-02T13:48:48Z,0,0
Horriya Haroon,Mehmal looking osam,2021-03-02T13:25:32Z,0,0
Nidhi nidhi,Anyone please tell me the timings of this show,2021-03-02T13:09:26Z,0,3
Aroosa Kanwal,Mind blowing 👏,2021-03-02T13:07:18Z,1,0
ahmad butt,Your favourite actor in serial is<br />1: Wahaj ali as Hamza.<br />2: Hiba bukhari as dilnasheen.<br />3: Faisal Qureshi as haider,2021-03-02T12:51:00Z,1,0
Usman,| usman|vhacha,2021-03-02T12:32:33Z,0,0
Ch Waqas,Hamza &#39;s act superb👏,2021-03-02T11:02:03Z,0,0
Ch Waqas,Supreb darma 👌 hiba and faisal my fvrt actr *song too much nice,2021-03-02T11:01:14Z,3,0
1234 Haseeb,😢😥❤ how sad,2021-03-02T10:50:26Z,1,0
Malik Zain,Very beautifull song i love this song,2021-03-02T10:30:48Z,0,0
Shageefa Mansoori,Awesome song.........<br />Beautiful !,2021-03-02T10:18:31Z,1,0
Shageefa Mansoori,HEART TOUCHING SONG ................<br />🖤💕🖤🎵................................👌👌<br /> LOVE FROM India 🇮🇳🇮🇳💚,2021-03-02T10:17:57Z,0,0
Saif Ansari,Very beautiful song 😍😍,2021-03-02T10:16:24Z,1,0
Muhammad Tahir,I love Faisal qureshi 😍 who love him,2021-03-02T09:31:24Z,1,0
Faizy Sheikh,Drama to bhai ham dekhte nahi but song bohot pyaara hai selection of words is osm. ❣️😍,2021-03-02T09:04:00Z,0,0
Ravi kumar,Nyc song,2021-03-02T08:16:34Z,0,0
Ahmad shahzad,Before 10 episode drama shout are not complete  s that&#39;s the reason  ost after 10 episode release,2021-03-02T07:47:32Z,0,0
kat's kitty,Humza outstanding,2021-03-02T07:42:37Z,0,0
kat's kitty,Just love hunza outstanding,2021-03-02T07:42:19Z,0,0
Shiza Munsab,To much amazing song and drma,2021-03-02T07:27:30Z,1,0
Ammar Ansari,Nice song,2021-03-02T06:02:31Z,1,0
A warif club,Nice,2021-03-02T04:37:20Z,0,0
Hijabi Mehak,"This OST is full of feelings. I&#39;m loving it, this is on repeat ❤️",2021-03-02T03:42:23Z,3,0
Hijabi Mehak,Why is she wearing blue trousers under the red Maxie 😅,2021-03-02T03:36:23Z,0,0
Ambush Bohat,i really enjoyed this drama a lot❤<br />love from India🇮🇳,2021-03-01T22:48:34Z,17,0
B eilishh,It is best  Drama,2021-03-01T20:29:49Z,0,0
Muhammad Taimour Afzal,❤️❤️❤️ good job 👍👍👍👌,2021-03-01T19:57:44Z,0,0
Attiq Ur Rehman,Amazing 👌,2021-03-01T19:57:41Z,0,0
Samiya Sheikh,Amazing😍❤,2021-03-01T19:26:13Z,0,0
FS writes,I really feel sad for mehmal😭,2021-03-01T18:56:35Z,0,0
Umar Shahbaz,Siraj ul haq...kamal director<br />Fan of him<br />Keep it up sir👍👍👍,2021-03-01T18:55:53Z,3,0
Arqam Qureshi,Loveli song,2021-03-01T18:20:37Z,0,0
Afroja Nasrin,This song feeling is very sad 😭😭♥️♥️♥️,2021-03-01T17:51:47Z,2,0
rana Hasham,Me: Hazrat Muhammad(S. A. W) ka Ummati hu❤,2021-03-01T17:16:18Z,13,0
Kabeerbakhshi Kabeerbakhshi,I love this drama so emotional😭😭😭😭 and full 😍heart touching 😔😔😔😔love it 😍😍,2021-03-01T17:00:16Z,1,0
Muhammad Hussain Soomro,Super drma,2021-03-01T16:10:29Z,1,0
Amir shehzad Prince,awesome,2021-03-01T16:09:31Z,0,0
faida e ishq,Ost kamsl ki ha yaar 😍,2021-03-01T15:21:46Z,3,0
Jaweria Javaid,Hear touching😥😥😥,2021-03-01T15:21:03Z,0,0
Rafay Khan,My favourite song,2021-03-01T15:11:23Z,0,0
Ch Nadeem,Osm,2021-03-01T14:56:01Z,0,0
Asad Ur Rehman Awan,You guys seriously didn&#39;t need to lip-sync,2021-03-01T14:23:23Z,1,0
Asad,Aree koi lyrics daal do😁😆,2021-03-01T14:17:07Z,3,0
Qazi Sheeba Syed,Koi aesa dard de nikal jaaye jaan 😔,2021-03-01T13:57:25Z,0,0
Safeek Mian,Hamza is very best,2021-03-01T13:00:27Z,1,0
Zabi Jaan,Heart touching song,2021-03-01T12:55:59Z,2,0
Neelam Iqbal,zabrdast Awlaa ❤️❤️❤️,2021-03-01T12:54:02Z,1,0
Hida's Beauty,the best drama 🤩🥰🥰🥰🥰,2021-03-01T12:53:57Z,1,0
Mahnoor Amjad,so sad feeling for hamza😭😭💔💔💔,2021-03-01T11:52:55Z,0,0
bilal khan,Nice song,2021-03-01T11:21:08Z,0,0
Safia Parween,Jiski kismat m Jo hota h behtar hota h,2021-03-01T10:47:29Z,1,0
VicToR,2021 ka best Drama Agree??,2021-03-01T10:39:49Z,14,0
Umer Raja,Mjy ya song boht achiii lagty ha miss you Ali g,2021-03-01T10:26:52Z,0,0
Dilber hussain,pakistan ma ub sara drama pyaar mohabbet ishq ka he braa ma he kun bantaa hai koyi wajah???<br />ak larka ak larki kaliya apni puri zindagi barbad karta hua nazar ata hai kuch drma ma tw had he kar di,2021-03-01T09:37:47Z,1,0
G Mobile,nice song,2021-03-01T07:13:24Z,1,0
Shahzad Mirza,Wahaj Ali is very handsome 🥰🥰🥰🥰🥰,2021-03-01T06:49:57Z,1,0
Nanii Nanii,Hamza 😭😭😭😭😭😭,2021-03-01T06:19:05Z,0,0
amjad635pw,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=3m14s"">3:14</a> badly mismatched clip. That women is worst form of women who first rejects you than does not want to see you happy and try to make you jealous try to keep you remained fallen in her love &amp; beauty.",2021-03-01T05:03:52Z,0,0
Muskan Shireen,𝓼𝓸 𝓫𝓮𝓪𝓾𝓽𝓲𝓯𝓾𝓵𝓵 𝓼𝓸𝓷𝓰,2021-03-01T05:03:38Z,0,0
Muskan Shireen,Heart touching🥺🥺💞💔🅘︎ 🅛︎🅔︎🅐︎🅢︎🅢︎🅞︎🅝︎ 🅓︎🅐︎🅘︎🅛︎🅨︎,2021-03-01T05:03:10Z,0,0
Leah Smith,Faysal qureshi is looking so Koja or Nashai😂,2021-03-01T02:08:07Z,2,1
ناديه عطيف,حيدر ودلشين ثنائي جميل جدا 👌👏,2021-03-01T00:04:29Z,0,0
Faiza Mushtaq,👍,2021-02-28T22:50:31Z,0,0
Bubble Touble,Online Quran teaching ❤️ anyone interested plzzz dm,2021-02-28T22:09:38Z,2,0
Daniya,Bhut Dard hai Is Awaz main ❤️🙁,2021-02-28T21:49:46Z,13,1
Amama Fun,Hoo mere ishq pe khuda meherban wala part nahi hai is me,2021-02-28T21:28:26Z,0,0
Ayan Ayan,What a song man.incredible supurb,2021-02-28T21:00:29Z,2,0
Zain Baig,Can we have a ring tone for this song 🎵 😩,2021-02-28T20:49:04Z,3,0
Mohd Noor,I love this song tooooooo much,2021-02-28T20:16:49Z,1,0
Miniature Bites,Kitna different lagraha ha hiba bukhari ko romance krta dekh k 😂😂😂,2021-02-28T20:13:58Z,2,0
new WORLD,Lv frm India ❤️❤️❤️❤️❤️,2021-02-28T19:55:20Z,0,0
Zara Zara,Love this song what a music.... awesome...💕💕💕,2021-02-28T19:42:07Z,0,0
Anamika Yadav,Wahaj ko tho kya bole kya acting h yrrr isko jb bhi dekhte h rote huye tb yrr😭😭😭 Ar hamza itna cute lgta h ki❤️,2021-02-28T19:40:21Z,14,0
M Armaghan Shah M ARMAGHAN SHAH,I love faysal qureshi and hiba,2021-02-28T19:37:22Z,1,0
Ghulam Hur,awesome,2021-02-28T19:19:01Z,0,0
Ghulam Hur,just woooowwww,2021-02-28T19:18:48Z,0,0
monika kumari,Wahaj Ali and Faisal quraishi awesome acting my favourite both of them 😍😍🥰🥰😘best drama,2021-02-28T19:17:32Z,8,0
sadi asim,Faisal Qureshi is the best and handsome person,2021-02-28T18:58:59Z,22,12
sadi asim,Faisal Qureshi is the best and handsome person,2021-02-28T18:58:48Z,0,0
Minahil Fashion,Music kamaal,2021-02-28T18:42:25Z,1,0
Amama Fun,The line {koi aesa dard de nikal jaye jaan} Hamza said in his heart (nikal gayi jaan)😭,2021-02-28T18:26:37Z,171,7
sabeen zeeshan,Hamza acting oooooohooooo,2021-02-28T18:25:53Z,0,0
Amama Fun,I think This is not full ost,2021-02-28T18:22:39Z,1,0
Samina's Diary,Super,2021-02-28T18:11:03Z,1,0
Farkhanda Naveed,"Hy wahaj,s expressions so lovely",2021-02-28T17:33:37Z,0,0
Awais Gamer,Nice,2021-02-28T17:29:50Z,0,0
Sadia Aleena,The best line: Koi aisa dard de nikal jaaye Jaan...,2021-02-28T17:21:55Z,2,0
Syed ubaid Ali shah,Matlb.,2021-02-28T17:21:43Z,1,0
Maryam Kamil Karim- 2912560,heart touching song..,2021-02-28T16:21:39Z,1,0
Entertainment modes,❤️❤️❤️,2021-02-28T16:13:28Z,0,1
Anila Naz,Reality,2021-02-28T15:47:42Z,0,0
AnSari Badshah,Hart Technig Song,2021-02-28T15:43:29Z,0,0
Safia Ibrahim,Feel this song😪😥,2021-02-28T15:39:42Z,1,0
Alifu shaikh,Ye song  sunke  bht  rona  ayta  hai <br />Miss u meri jaan😭😭,2021-02-28T14:54:30Z,0,0
ABO MUHAMMAD,اسلام علیکم,2021-02-28T14:47:46Z,1,0
aqsa rani,very beautiful ost,2021-02-28T14:43:15Z,0,0
Areefa Habib,Super ost song,2021-02-28T14:41:40Z,0,0
Sumaiya Shaikh,This song was just remember my past   yar .....,2021-02-28T13:09:22Z,0,0
Fouzia Hanif Fouzia Hanif,So 🙂,2021-02-28T13:06:52Z,0,2
Mehar Max,Fvrt song,2021-02-28T12:08:43Z,0,0
Irfan23 Butt1122,Faisal ki acting owsome hy sirf unki acting ki waja se serial dekhny ka dil krta hy,2021-02-28T11:56:07Z,2,0
Irfan23 Butt1122,Thanks for uploading video 🎵 favourite song 🎵 ❤,2021-02-28T11:54:40Z,1,0
سانيا ArMy Ali,WOW__좋은 🖤✨,2021-02-28T11:28:56Z,2,0
Amama Fun,Episode 11 heart touching 💜,2021-02-28T11:05:38Z,0,0
Javeria Zulfiqar,Hamza is the Jan of this drama,2021-02-28T10:57:05Z,8,1
Mirza Ammar,So heart  touching,2021-02-28T10:17:51Z,0,0
Aatif Zabi,Wha kya darama hai roladiya😭😭😭,2021-02-28T09:14:28Z,1,0
Cherki Bazar,Wo mila w tha agr usse bichadna tha...mukaddar dill ka tha sayad aakhir mujhe bikharna tha....<br /><br /><br /><br /><br /><br />I really felt😭<br /><br /><br />Koi AySA drd de nikal jayye jaan ...<br />  Rabba sun le dill ki,2021-02-28T09:02:27Z,0,0
A.F. Iqbal,Faysal Qureshi&#39;s evergreen youth<br />Wahaj&#39;s cuteness<br />Hiba&#39;s innocence <br />Kiran&#39;s acting<br />Aima&#39;s and Shani Arshad&#39;s voice<br />And of course the heartfelt lyrics <br />Make this ost worth more than 20M views,2021-02-28T08:44:11Z,8,2
Hajra Farooq Qaisar,Wahaj ki rony wali acting how real and painful💔😭😭😭😭,2021-02-28T07:00:04Z,19,0
sakshi kumar,This song nd drama is the best .....I binge watched 10 episodes in one day❤️❤️❤️...it&#39;s so good ❤️❤️❤️,2021-02-28T06:52:44Z,51,7
Anfal Bareera,So cute couple,2021-02-28T06:48:55Z,0,0
Sarika Malik,Trending song  i love India❤😃😃,2021-02-28T06:31:49Z,25,4
Soraj Bisharat,Hiba bukhari best,2021-02-28T06:17:06Z,1,0
charlis sandhu,very nice song,2021-02-28T05:48:06Z,1,0
ASad Khan,Wow really Amazing,2021-02-28T05:32:21Z,0,0
Khair Nisa,Awsm video..,2021-02-28T05:12:43Z,0,0
Khair Nisa,Both singers sung superbly... Heart touching 💕,2021-02-28T05:09:13Z,1,0
Mudasar Baig,Finally💞💞,2021-02-28T05:09:08Z,0,0
Zaheer Abbas,M,2021-02-28T03:52:44Z,0,0
Muhammad Farooq Saifi,Amazing song,2021-02-28T03:38:51Z,0,0
sara mukarram,Superb song everyones acting and expressions are outstanding,2021-02-28T03:14:21Z,2,0
Khan Kabeer,Mery Gham Ki Raat Ma.....    Oo  Tu Keh kahshaan....,2021-02-28T02:59:28Z,1,0
Khan Kabeer,yar song of 2021- VERY haert touching song,2021-02-28T02:58:24Z,2,0
Huma Ansari,falls me apart,2021-02-27T22:35:41Z,0,0
shazlfc ronaldo,Here for Aima baig 🔥🔥🔥🔥,2021-02-27T22:29:06Z,6,0
Dsdfdsdx Ddfdsedc,Tum khud os say mohabbat mat kro osay krny do tom kro gay to wo Chala Jaye gay,2021-02-27T21:08:36Z,0,0
Hassan raza Hashmi,AMAZING Voice 😍😍🔥🔥🔥😍😍😍😘😘😘😋😋😋😊😊😊😊 🤗🤗 🤗,2021-02-27T20:33:28Z,0,0
FATIMA FLORA,Song is owsum <br />Lyrics +Sound+Voice= excellent,2021-02-27T19:58:55Z,1,0
Sohaib Azhar,Outstanding OST ever❤️❤️❤️,2021-02-27T19:52:37Z,2,0
Rakheeb Ali,"Hamza ki acting is superb, lyrics r too good, too much of pain😭😭",2021-02-27T19:40:57Z,2,0
Awais Qarni,Oooooooooop E Song,2021-02-27T19:35:05Z,0,0
Hakeema Hakeema,Heartouching voice +lyrics ❤,2021-02-27T19:34:20Z,1,0
Hakeema Hakeema,Heartouching voice +lyrics ❤,2021-02-27T19:34:13Z,0,0
Anmol Ahmad,Faisal even hi h beech mn ..dusra ladka sahi lgta h ..faisal ni acha lga,2021-02-27T19:13:56Z,0,1
Esha Shahid,Love❤️❤️❤️❤️❤️❤️❤️,2021-02-27T19:13:39Z,0,0
aesha Baloch,Best drama,2021-02-27T18:52:16Z,0,0
AliRaza Ali,Hamza acting is an other level ❤❤❤,2021-02-27T18:29:45Z,33,3
Abish noor,1000000..... out of 100,2021-02-27T18:25:27Z,0,0
Hira Ashraf,Ya ost sunnany ky baad nikal gi jaan 🔥🔥🔥😅🤣😅🤭,2021-02-27T18:22:08Z,0,0
Sima Syed,Can&#39;t get over this... ❤️❤️ <br />Lots of love from India ❤️❤️❤️,2021-02-27T18:20:14Z,6,0
Ali Salman,Shani brother can&#39;t be better than this ...tremendous control 👏,2021-02-27T17:46:20Z,0,0
Mazda Maheen,Love from India 🇮🇳😍❤️👍😘,2021-02-27T17:20:39Z,1,0
ANUSH Shani,Abdulla kadwani s production always the best,2021-02-27T17:12:00Z,2,0
Stunning Fun,Beautiful song Hiba ❤👌,2021-02-27T16:28:11Z,1,0
Shabana Kousar,this song is very nice feeling,2021-02-27T16:18:07Z,1,0
Hafiza Ayesha Raza,ohhhh<br />kitna wait kiya full OST ka fimally its here!!<br />is song ko srf mehsoos kiya jaskta hai bas...,2021-02-27T15:53:04Z,4,1
Mariyam Majid,Wahaj ali so cute 😍,2021-02-27T15:33:54Z,0,0
Hamza Manzoor,Love song💔💔,2021-02-27T15:29:42Z,0,0
Shagufta Masood,Thank God the ost is released,2021-02-27T15:29:04Z,0,0
Ulya Aliyeva,"This ost is amazing,so hearttouching.drama and acting is perfect.",2021-02-27T15:14:35Z,136,2
Hira Khattak,Wahaj&#39;s acting Is just amazing ♥,2021-02-27T15:11:24Z,1,0
Ruby Khan,Kahani  kam ep  dekhaye,2021-02-27T14:54:19Z,0,0
syeda walia,Indeed Aima&#39;s magically voice lights-up this beautiful song.,2021-02-27T14:38:13Z,102,3
3RB _ 320 Rocks Bass,I Love This From America ❤❤💔❣,2021-02-27T14:21:55Z,2,0
Bao Hammas,کوئی ایسا درد دے نکل جائے جان۔۔۔۔💔😞,2021-02-27T13:36:14Z,2,0
Zareen Ansari,Such An Amazing OST ! 😘,2021-02-27T13:35:50Z,2,0
M Razib Tanveer,hiba acting is bast se bi bast ha  kaah baay ha,2021-02-27T13:30:33Z,1,0
Najar Rahid,Nyc song hai yeh,2021-02-27T12:50:19Z,0,0
Aisel Mumtaz,Best ost but too much painful lyrics..😥👌,2021-02-27T12:47:47Z,1,0
