Name,Comment_text,Time,Likes,Reply Count
Areeba Adeel,Seriously I love this ost 😊,2021-03-15T12:55:05Z,0,0
Apsra Singh,Great,2021-03-15T12:32:35Z,0,0
Azeem Choudhary,Plzz end mein dilnasheen or hamza ka saath hona chahie,2021-03-15T12:09:38Z,0,0
Asif Majeed,the dressing of the second lead girl is out class ❤️❤️❤️,2021-03-15T12:05:41Z,33,1
Kifayat Wahab,"Aima Baig &amp; Sahar Ali Baga best combination ever ,addicted to this ost what a lines and what a soulful voice 💞",2021-03-15T12:03:21Z,3,2
Aman alam,Best song,2021-03-15T11:55:22Z,0,0
Sana Khan,Sab log mujhe dua kero plz ke jis ko main pasand  kerti hoon wo mera dil senikal jai takay main apni study complete keron plz dua kerna <br />Or ha ye dua bi kerna ke acha GPA aye mera,2021-03-15T11:30:29Z,0,2
abdul rauf,Aslamoalaikum <br />Shani bhai you have stole the show once again after Ramz e ishq <br />This is another blockbuster from you <br />What a song. I have no words to Express my feelings at all <br />Bless you brother <br />I would say for me you are one of the legendary singer in Pakistan mashalla <br />Keep it up <br />Bless you,2021-03-15T11:28:12Z,0,0
Moral story,Breakup ka baad Yaha agay.mai 🙂,2021-03-15T11:22:22Z,0,0
Safa Tetwalkar,I love song,2021-03-15T11:07:21Z,0,0
Alone Kamran,Very heart touching songs,2021-03-15T10:26:46Z,1,0
Ahmed Saaed,Nice 🙂🙂🙂,2021-03-15T09:56:19Z,0,0
Qazi Kifayat,Aap ko konsa line psand hain.,2021-03-15T09:52:46Z,1,0
Alishba Siddiq,pakistani best song,2021-03-15T09:47:53Z,1,0
Niyaz Ashraf,My fev Hamza 😘😘❤❤,2021-03-15T09:41:28Z,0,0
Mubashir Khan,My love h,2021-03-15T09:27:12Z,0,0
samreen rasool,Heart touching,2021-03-15T09:25:42Z,0,0
Study With Nabeeha And Yusra,Plzz Subscribe us we r kidsss,2021-03-15T09:17:16Z,0,0
Mohd Waseem,Wowww 😘,2021-03-15T09:08:54Z,0,0
Meerab Saeed,Nice song dilnaishan is sweet,2021-03-15T08:39:35Z,0,0
Majid Ahmad,😡😏🤫,2021-03-15T07:35:57Z,0,0
MUMTAZ SAYYED KHAN,Awesome song with nice lyrics❤️,2021-03-15T07:01:26Z,0,0
AMQ,I just started to watch this drama cause of wahaj I love his acting....!!! who agree??,2021-03-15T06:49:42Z,1,0
Umar Hayat,This drama acting was very interesting and love it,2021-03-15T05:57:28Z,2,0
Mo Tasleem,Big fan of hamza,2021-03-15T05:55:34Z,0,1
ADVENTURE TV,Such an Amazing Cast and This Song 💕💕!!,2021-03-15T05:37:17Z,0,0
AtTituDe GiRl,Wahaj Ali is My Favourite Actor Always ❤️♥️♥️ koi milwa do 😍,2021-03-15T05:36:07Z,4,0
Taniya Sayyed,Hamza&#39;s sister Rida Pehle bhai ka support liya nhi gya ab Dilnasheen ko blame kr rhi hain Or ye mehman ab life barbaad krne aa gyin 🥺Any way this is awesome drama ❤️🇮🇳,2021-03-15T05:32:41Z,39,2
Gulandaz Ayaz,Super say BH upper well well done shani  u r a great singer,2021-03-15T05:14:53Z,1,0
Sayed Abaan Ali Bukhari,💔💔💔💔,2021-03-15T05:11:58Z,0,0
Asma Iqbal,Very nice song,2021-03-15T04:46:37Z,0,0
Monirah Khanam,Can anyone send me link of MP3 fo this duet ost,2021-03-15T04:44:29Z,0,0
Zareen Khan,Nice song 🥰🥰,2021-03-15T03:57:06Z,0,0
Synex Ahmad,I hate songes,2021-03-15T03:35:59Z,0,0
Nemat Perween,Awesome song 😍😍,2021-03-15T03:02:29Z,0,0
Harmanjot Singh,Koi bata sakta hai k 12 episode k baad 13 nahi aa raha kya kru kaise Dekhu... plzzzzz 🙏🙏🙏🙏,2021-03-15T02:41:50Z,0,1
Rashid Nawaz,Very very nice and good ost and drama also...... keep it up brothers......shani arshad is best and aima baig is also good,2021-03-15T02:06:57Z,0,0
Khan Jee,I wish nageen and hamza become together😞😢,2021-03-14T23:12:52Z,5,1
Amber Khan,Koi aisa Dard De nikal Jaye jaan😔,2021-03-14T22:44:51Z,3,2
Irfan Baig,I am bigest fan of faysal sir😇😍,2021-03-14T22:20:18Z,24,1
Ashkan Subhan,Great kiya baat hy,2021-03-14T22:03:13Z,0,0
Rimsha.shaukat Rimsha.shaukat,Hiba Bukhari is my favorite actor😍,2021-03-14T20:42:50Z,1,0
One_N_Only,"I totally relate to this I too met a girl I’ve not been able to be with, I think to myself why I met her fall in love with her, if we ain’t together. 😞",2021-03-14T20:39:24Z,2,2
Amna Farkhanda,Hiba is aunty even in college uniform,2021-03-14T20:20:45Z,0,0
king sameer,Kya bat ha bhai,2021-03-14T20:20:22Z,0,0
Mian Taha Qayyum,The way He Said Nikal Jay Jaaaaan❤️❤️😍 Ufffffff,2021-03-14T20:04:34Z,13,0
Mian Taha Qayyum,Hats off to Sabir Zafir👏👏❤️❤️👌💯,2021-03-14T19:56:50Z,0,0
shahid ali ok,Good,2021-03-14T19:53:33Z,0,0
Mian Taha Qayyum,Shani Just simply Nailed it💯❤️❤️,2021-03-14T19:48:11Z,0,0
Mian Taha Qayyum,Amazing just Amazing😘😘👌😍😍,2021-03-14T19:47:24Z,0,0
Sameer Ali,Very nice song,2021-03-14T19:30:09Z,0,0
mujahid zindgi,Mery dil ki bat wo sun na ska 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2021-03-14T19:08:14Z,0,0
Ibrahim Shaikh,Arshad n aima&#39;s voice😍💞,2021-03-14T18:45:08Z,3,0
Fazeel Khan,Heart toughing song awesome 😔😔,2021-03-14T18:39:46Z,0,0
Melvina Rubi,Too good,2021-03-14T18:22:33Z,0,0
Kami Zafar,❤❤❤❤❤,2021-03-14T16:54:34Z,0,0
Shaheera Atif,🌹😍🤩💝❤️,2021-03-14T16:49:44Z,0,0
Asad Ayub,I love you fitoor drama song,2021-03-14T16:46:13Z,0,0
Matee Ullah,❤️❤️❤️,2021-03-14T16:12:51Z,0,0
Afghan Hero TV,someone please send me the english transulation thanks,2021-03-14T16:03:46Z,0,0
Ahmed tauseef,Faisal qureshi is good acting in drama,2021-03-14T16:02:34Z,0,0
Hussain Ali,Who is listening 🎧 again and again,2021-03-14T16:00:56Z,0,0
Aahna Gupta,Please send all the episode in the you tube 🙂,2021-03-14T15:43:21Z,0,0
ammad hassan,Quite and peaceful song,2021-03-14T15:31:55Z,0,0
Nadeem Chaudhary,Hamza acting 100% real❤👍,2021-03-14T15:31:27Z,28,0
Naveed Abbas,"Shani Arshad has been giving goosebumps whenever he has made any composition so far, Beautifully written, fantastically composed, &amp; magnificently performed ♥️👍🏻",2021-03-14T15:15:02Z,26,1
Arshad MA,Nice drama my favorite song 😭😞😞😞😞😞😞😭😭😭😭😭😭😭😠,2021-03-14T15:05:58Z,1,0
Sana Mazhar,Great lyrics..heart touching track..,2021-03-14T14:56:17Z,0,0
Muhammad Iftikhar,Mehmal looking so good,2021-03-14T14:39:31Z,0,0
avinash pratap singh,Why you separate from India we can rule on the word with big economic,2021-03-14T13:11:17Z,0,0
cutie shafu,👌👌 lovely song,2021-03-14T12:20:10Z,1,0
Princess Saniya,Wo  mila q tha ...what a lyrics lovely...<br />Love from India ❤️,2021-03-14T12:17:08Z,0,0
Md Samim Hasan,Really incredible (very heart touching) song. love from India ❤️❤️,2021-03-14T10:54:42Z,0,0
IQBAL ANSARI,I ᒪOᐯE ᗩᒪᒪ ᑭᗩKIᔕTᗩᑎI ᔕᗩᗪ ᔕOᑎG,2021-03-14T10:02:44Z,46,4
noman Alvi,So nice ost ♥ ♥ ♥,2021-03-14T10:00:28Z,1,0
abdullah googie,aisi larki to letey jo faisal qureshi say choti  lgti yr dono braber lag arhay,2021-03-14T09:51:32Z,0,0
Sumita Das,Hamza😍,2021-03-14T09:40:07Z,0,0
Ali Ali,I love faisal qurashi,2021-03-14T09:30:23Z,0,0
M Marsad Bloch,I want you to start this darama for five days Monday to Friday please hath jorta hoo,2021-03-14T09:21:27Z,1,0
Neha Rajpoot,Heart touching 💜,2021-03-14T09:19:12Z,1,0
Nehal Ahmad,I am so excited next episode 13 I am a waiting,2021-03-14T09:12:49Z,1,0
AADiL KHAN,No words for this song of me 😍😍😍,2021-03-14T09:11:54Z,0,0
Asim Guddo,lyrics ❤️,2021-03-14T08:56:19Z,0,0
A_R Gaming All,Faisal and hiba looking awesome togather lovely,2021-03-14T08:33:21Z,1,0
Husnain Ikram,nice and perfect song,2021-03-14T08:23:51Z,0,0
Ashi Usman,Nice song i love this song😊😊😊😊😊,2021-03-14T08:17:58Z,0,1
Dawood Shahbaz,So nice song 💖💖💖💖,2021-03-14T08:10:10Z,0,0
Saad ali jathol,I love this drama,2021-03-14T08:06:26Z,1,0
Amna Farkhanda,Wahaj Ali Killing looks,2021-03-14T07:59:26Z,0,0
Amna Farkhanda,Hiba is too healthy,2021-03-14T07:58:58Z,0,0
Amna Farkhanda,Plz koi khubsurat heroine le lete,2021-03-14T07:58:44Z,0,0
Grim-Thoradlosaurus,Beautiful voices MashAllah..<br />Next level song,2021-03-14T07:21:11Z,0,0
Azeem Bhai,Aima Baig Lovely Yaar 💚💚💚,2021-03-14T06:56:06Z,0,0
MOEZ CHUHAN,So heartbreaking drama kamal💔💔💔🥲,2021-03-14T06:50:41Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:19:23Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:19:17Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:18:53Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:18:47Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:18:43Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:18:39Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-14T06:18:33Z,0,0
Waleed Ali,I love this darama,2021-03-14T06:11:58Z,3,0
manzoor bhatti,very  nice song,2021-03-14T05:57:31Z,1,0
noor Jafar,Dilnasheen haider ka sath boht achi lgti hai last ep tk yeh  akhty rhy,2021-03-14T05:34:02Z,0,0
Aafiya Javed,Who is watching this ost after watching all 12 episode  <br />Edit :- guys plz subscribe my channel i try my best to make these videos,2021-03-14T05:07:41Z,33,2
Malaika Sajjad,India ke songs or pakistan ke ost 👍👍👍👍👍👍,2021-03-14T05:00:41Z,0,0
Malik Umair,Nice song,2021-03-14T04:37:13Z,0,0
Eshan Dhaliwal,I’m so addicted to this show no even tho I’m Punjabi 😂😂😂,2021-03-14T04:32:49Z,34,3
Johar Ali,Nice daramaa,2021-03-14T02:45:48Z,0,0
nk kitchen,OST amazing beautiful lyrics music awesome 👏 <br />From USA,2021-03-14T02:30:23Z,1,0
Chashmu no2,Faisal qureshi is the king of acting and charm,2021-03-14T02:28:12Z,1,0
Hareem king,Best drama and song,2021-03-14T00:14:26Z,0,0
Sameer Rehman,Faisal is the best actor in romantic seens ye kya kr ri hai dilnasheen pagal anty,2021-03-13T22:30:19Z,0,0
Ayaan Rana.55,Beautiful 🥰🥰🥰❤️❤️❤️,2021-03-13T22:19:26Z,0,0
Moshin Shaikh,Ye sagna  mani yaad kar ke  mere pyaar ko suna ya to mere pyarr muje propose kar deya kyu ke mera pyaar mera dost thah to mai doto mai gqrahe thi mai gahe rahi thi to mere pyaar ne muji i love you bol deya,2021-03-13T21:41:45Z,1,0
Ayesha Farooq,Finally boht wait kia mene.or boht amazing shoot kia h.This is the first time in drama that everyone is singing and performing.wow👍🏼❤,2021-03-13T19:52:28Z,2,0
Life With Maria Waleed,Faisal and hiba&#39;s chemistry is just supeerbbbbbbbbbbb,2021-03-13T19:43:32Z,4,0
Sofie lofie,Superdoper blockbuster drama❤️❤️❤️❤️❤️❤️,2021-03-13T19:28:02Z,0,0
STUDY ADMIRERS,Nice,2021-03-13T18:55:25Z,1,0
Usman Mani,❤️,2021-03-13T18:51:20Z,0,0
Aryan Cucky Khan,here after Aayat Arif cover,2021-03-13T18:14:29Z,0,0
azhar shaikh,I love this drama,2021-03-13T17:52:30Z,0,0
Khizar Khan,90Khizar🇵🇰🎭🎭🎭🎭🎭🎭🎭,2021-03-13T17:16:26Z,0,0
Ayeza khan,Superb,2021-03-13T17:13:00Z,0,0
Eesha Moghul,Respect is the most important thing in any relationship 👩‍❤️‍👨,2021-03-13T17:04:36Z,87,20
mustafa khan,Love from india....🇮🇳<br />👍👍👍👍👍👍👍,2021-03-13T17:04:13Z,0,0
Sidra Sabir,Zabardast song love it ❤❤,2021-03-13T16:57:54Z,0,0
Hina Nasir,Nice song,2021-03-13T16:36:26Z,0,0
Amina B,"KiranHaq groomed herself nicely, her dressing level, makeup choice hairstyle everything fine",2021-03-13T16:35:51Z,42,3
Dreams for the best,I feel deep love to him when i listen this song😇🥰,2021-03-13T16:05:30Z,0,0
Areeba princes,Amazing song,2021-03-13T15:39:28Z,1,0
Abu Bakar,Woh pathar dil ka tha shayad<br />Mujhy akhir bikharna hai 😍😍😍,2021-03-13T15:33:27Z,24,2
Abu Bakar,Beautiful lyrics and lovely scenes soulful music,2021-03-13T15:31:50Z,6,0
Taha Imran,My Favorite Song ❤️😍,2021-03-13T15:04:10Z,0,0
Jalees Ur Rehman,The great Shani Arshad never disappoint. The man behind this melodious track,2021-03-13T14:55:47Z,49,0
Muhammad Aamer,really heart touching song ever,2021-03-13T14:45:44Z,0,0
Atta Muhammad Asif 18-FBAS/MSST/S13,nc drama,2021-03-13T14:39:09Z,0,0
Kajal Ray,Hyyyyy 💕💕💕💕💕,2021-03-13T13:45:42Z,0,0
Saeed Ahmed,That&#39;s very important song for such lovers,2021-03-13T13:33:43Z,1,0
Aliya's Vibe,😍,2021-03-13T12:49:00Z,0,0
mayra Khan,Patar bolte h ya fer mukadar Dil ka bolte h,2021-03-13T12:20:27Z,0,0
Riyadh Khan,Don&#39;t touch women perda kro ye Islam Ni Haram kamai hi,2021-03-13T12:17:35Z,0,0
Tahira Rashid,Plz subscribe rite food with moon,2021-03-13T11:40:58Z,1,0
Tariq Ahmed Siddiqui,Ost aaaallaaaa,2021-03-13T11:38:24Z,0,0
Mahak mala,My favrt sad song,2021-03-13T11:10:56Z,0,0
Rabia Jahanzaib,Love it&#39;s song....Deep lines 💞💘,2021-03-13T11:05:48Z,0,0
Kishwar Tahir,Asy plays ۔ ku banaty hn 3try angle ۔۔ ۔ too much ڈپریشن,2021-03-13T10:46:05Z,0,0
khuram bhAi,super,2021-03-13T10:30:40Z,0,0
Ramzan Ali,Darmy men ASA ni Hona chahey tha Jo ho Raha ha,2021-03-13T10:23:51Z,0,0
Ramzan Ali,Nice song boht boht pyra ha song,2021-03-13T10:23:29Z,0,0
ifham akber,best song ever,2021-03-13T10:03:49Z,0,0
bint e adam,Ye song kuch is trh 1921 jesa hai,2021-03-13T10:01:33Z,0,0
Naughty Girl,Amazing drama,2021-03-13T10:00:38Z,0,0
saad atif,Awesome,2021-03-13T09:49:40Z,0,0
Mehar Hamza,Nice aur kis kis ka favourite song aur kon   si line hai 🥰🥰🥰😘❤❤❤,2021-03-13T09:38:01Z,307,26
Maria islam Sintia,Love From bd,2021-03-13T09:19:34Z,1,0
Maria islam Sintia,❤,2021-03-13T09:19:21Z,1,0
Bisma shoaib,Bashar momin vibesss🔥❤️wahajjjjjjj😻❤️,2021-03-13T09:09:17Z,3,1
Faisal Qayyum,Zabardast,2021-03-13T08:57:50Z,0,0
beena imran,Best acting of wahaj ali and hiba bukhari,2021-03-13T08:51:23Z,0,0
Komal kumari,This song is Amazing ❤️,2021-03-13T08:48:27Z,11,1
Khan Khan owais,I missss him veryyyyyyy 😭😭😭😭😭,2021-03-13T08:28:28Z,0,0
Altaf Hussain,Osum wah wah aaj phr kisi ke bewafai yaad aei song sun ki 💕💕💔💔💔💔💔❤❤❤,2021-03-13T07:22:20Z,5,0
Drawing learning official,Just close your eyes and listen this❤,2021-03-13T07:19:57Z,4,0
Mantasha Khan,I love this song 😍❤️,2021-03-13T06:58:06Z,0,0
Noor Alam,Out standing.....amazing....it is really very painful .....koi aisa dard de nikl jaye jaan,2021-03-13T06:45:13Z,1,0
shumyl ibraheem,Wo mila kiyo thA agr usy bichrna tha.........🖌,2021-03-13T06:29:56Z,5,0
Shujaat Tv,Best ost &amp; Drama ever,2021-03-13T06:24:53Z,1,0
Noushin Tabassum Nuha,🥺,2021-03-13T06:15:00Z,0,0
Malik Salmam,Super song 🥰,2021-03-13T06:13:51Z,0,0
Sana Wahid,💕💕💕💕 from India,2021-03-13T06:11:47Z,0,0
Noushin Tabassum Nuha,❤️✨,2021-03-13T06:10:35Z,0,0
Hassan Khan,This drama increase my knowledge and confidence💯😎😇,2021-03-13T06:00:51Z,3,2
Zaid Baloch,Nothing can beat The level of Pakistani OST&#39;s AND Dramas,2021-03-13T05:43:39Z,3,0
"Everything,s Channel",The best Nice<br />Romantic<br />Amazing<br />Song bro<br />❤️💔😘😟😩😭😭💯🖐️,2021-03-13T05:30:30Z,0,0
Palwasha Malik,❤👌,2021-03-13T04:59:30Z,0,0
Md Minnatullah,Amazing song,2021-03-13T04:58:11Z,1,0
Shahbaz Sheikh,This song is heart touching,2021-03-13T04:13:54Z,0,0
Haider Ali,My favorite song heart touching song❤️,2021-03-13T03:53:08Z,0,0
Haider Ali,So sad😭😭,2021-03-13T03:52:44Z,0,0
Zareen Khan,Amazing song🥰🥰,2021-03-13T03:51:45Z,0,0
Shazia Butt,One of the rocking ost of Pakistani serial 🎶🎵 melodies of Aima&#39;s voice are just amazing lyrics especially starting music touch my heart 🎻🎻🎻🎼🎸,2021-03-13T00:02:56Z,5,0
Nida Saqib,👍,2021-03-12T23:04:22Z,0,0
Beauty Observer,I love this song,2021-03-12T22:46:45Z,0,0
Jahangeer Sam,Is song ka sbse best clip wo h jb hamza a kr dilnasheen k pas let rha h wow,2021-03-12T22:37:03Z,0,0
Beauty Observer,Amazing song,2021-03-12T22:32:08Z,0,0
Atti Don,👌👌👌👌👌👌👌👌,2021-03-12T21:59:18Z,0,0
Atti Don,❤❤❤❤❤❤❤❤❤,2021-03-12T21:59:04Z,0,0
Atti Don,😘😘😘😘😘😘😘,2021-03-12T21:58:52Z,0,0
Atti Don,😍😍😍😍😍😍😍😍,2021-03-12T21:58:44Z,0,0
Urooj I,"Gana buhat zaberdast hay i wish koi aut ainger hota tu aur chaand lag jatay!!Is bechari larki ki dressing aur makeup sahi ker do ajeeb see lagti hay akser, kiran Haqshayad khud  kerti hay makeup us ka behter hota hay kaafi",2021-03-12T21:54:31Z,0,0
Syeda Fatima,Love this thanks for this,2021-03-12T21:40:38Z,0,0
Mickey Mouse,This is My Favourite Song Ever! 🖤🙃,2021-03-12T21:25:02Z,1,0
Jamil frank,Nice song ❤️❤️❤️,2021-03-12T20:32:25Z,0,0
Jamil frank,Pakistani dearm so beautiful,2021-03-12T20:31:53Z,0,0
Jamil frank,My frvt song,2021-03-12T20:30:47Z,1,0
Asfar Baksh,Same raze ulfat ki story kuch naya kro bhai,2021-03-12T19:58:15Z,0,0
AMEEN SHAMSI,Hamza ❤️,2021-03-12T19:44:42Z,0,0
MIZBA Kapadiya,👌👌👌👌,2021-03-12T19:20:09Z,0,0
bisma Siddiqui,Your voicr is beautiful,2021-03-12T18:54:17Z,1,0
bisma Siddiqui,Dark king 123 suscribe kardo,2021-03-12T18:53:55Z,1,0
Rùhíñ Khàñ,Nice Lyrics👌👌🥰❤❤❤,2021-03-12T18:42:30Z,1,0
Maheraj Islam Etu,My recent favorite song 🥰😍😍❤️,2021-03-12T18:36:58Z,0,0
Rehan Khan,🤐😔👍,2021-03-12T18:34:38Z,0,0
39 Mahida Waheed,👌,2021-03-12T17:46:05Z,0,0
Anneke Jodha Koelfat,Greetz from Holland...Deewangi brings me here🧿🙏,2021-03-12T17:40:50Z,2,0
FOODIE sister Az,Nice song,2021-03-12T17:28:26Z,1,0
Nadeem Jaffar,Nice 👍🙂👍🙂👍🙂 song,2021-03-12T17:25:03Z,0,0
Zunaira Omer,love this ost ❤ &amp;drama❤👌,2021-03-12T17:16:01Z,1,0
Syedakashafali pinkieee,Niceee post😊☺😊☺,2021-03-12T16:41:11Z,0,0
Kamran Shaikh,Excellent song,2021-03-12T16:26:35Z,0,0
Kamran Shaikh,Hayeeeeee,2021-03-12T16:26:18Z,0,0
humeira budhani,Mehmal dressing is amazing 👏 but Dilnasheen had not chosen nice dresses &amp; jewelry not upto the mark,2021-03-12T16:20:25Z,13,0
wonderfulI idea's m,I love this song,2021-03-12T16:14:17Z,1,0
humeira budhani,Superb Ost,2021-03-12T16:13:56Z,1,0
Amera Tanveer,Waah kya baat hai zabardast  love from  india ❤❤❤👌👌👌,2021-03-12T15:52:58Z,1,0
Shivani Suryawanshi,Feeling sad for hamza 💔💔i wish ki end me dilnasheen and hamza ek ho jaye because usko sabne ne akela kr diya uska sab ne dil tod diya,2021-03-12T15:42:52Z,18,0
Princees girl,Wo mila kyun tha<br />Agr ise becharna tha,2021-03-12T15:39:45Z,1,0
Noman Khan,I love this song my favorite song ❤️,2021-03-12T15:35:36Z,0,0
Ertugrul Fans,👍👍👍👍,2021-03-12T15:35:16Z,0,0
Kamran Sajjad,its so heart touching ost,2021-03-12T15:26:45Z,9,0
anant singh,Title song is awesome,2021-03-12T15:26:19Z,0,0
yasir abbas396,But this actress (Ayeza Khan) looks better with Humayun Saeed! 😍<br />As in serial Mere Paas Tum Ho ❤,2021-03-12T14:44:44Z,4,1
Ume Ferwa,Faisal qureshi after humyun saeed pakistani dramas hero,2021-03-12T14:44:24Z,45,0
Fjf Ffrh,The song is amazing my story,2021-03-12T14:20:34Z,4,0
hameed,This song deserves 1000000+ views,2021-03-12T14:18:48Z,77,3
Kahmal Kahn,Very nice video fitoor,2021-03-12T14:16:51Z,0,0
Chand Raja,Good 😍,2021-03-12T14:16:42Z,0,0
Amna Mansoor,This ost is just Everything I need,2021-03-12T14:00:49Z,16,1
Ahmad Mirza,Extremely glad that wahaj is grooming too much <br />Fine very fine personality,2021-03-12T13:55:04Z,26,0
Soniya Khan,👌,2021-03-12T13:53:40Z,0,0
Fareeha Fareeha,very sad song reality song,2021-03-12T13:31:13Z,0,0
Zeeshan Yousaf,so nice,2021-03-12T13:16:28Z,0,0
fayaz ul hassan,Apna time yad aa jata hai ye song sun k,2021-03-12T12:54:42Z,1,0
•F¡zzå khåñ•,Fvrt ost and serial<br />Aayat arif ne fitoor k ost gaya h osm voice,2021-03-12T12:43:48Z,5,0
mudasirnazer mudasirnazer,The song is just amazing.The scenes and everything.,2021-03-12T12:41:17Z,68,1
The KUCH NAHEE Show,lovely  .to heart from the heart...,2021-03-12T11:56:57Z,3,0
Sardar Official,faysal quraishi superstar hai super actors hai,2021-03-12T11:12:55Z,0,0
Sardar Official,kiran haq mujh achi lagti hai superstar hei,2021-03-12T11:10:10Z,0,0
talha wakeel,singer(male)  ki awas ni achi,2021-03-12T11:09:08Z,0,0
Sardar Official,kiran haq be achi drama best hai super hai girls,2021-03-12T11:06:26Z,0,0
faizan ansari,My favrt actor hiba bukhari,2021-03-12T10:54:33Z,0,0
safa khan,This song is very heart❤💖 touching...,2021-03-12T10:53:16Z,22,0
princess doll,Hi,2021-03-12T10:45:58Z,0,0
Adeela Raheem,What a song ❤❤....,2021-03-12T10:18:39Z,0,0
Bilal Randhawa,Heart touching song,2021-03-12T10:07:31Z,0,0
Sajjad Hussain,I love this singees,2021-03-12T09:19:49Z,0,0
Mz,Drama ki story nai achi..,2021-03-12T09:04:16Z,0,0
gaming beast,but ayat arif ne acha gaya,2021-03-12T07:10:53Z,0,0
Shazad Ali,Nice song tha darma 😘😙😘😘👍👌,2021-03-12T07:06:25Z,0,0
Nehal Ahmad,The song is just amazing 👌❤️,2021-03-12T06:54:27Z,8,0
musa Ch,I m waiting for haider and dilnasheen romance😛,2021-03-12T06:01:57Z,10,1
javed iqbal,Miss you ggg,2021-03-12T05:54:09Z,0,0
Shabbir Hussain,Faisal qureshi an hibba are lioking so good together,2021-03-12T05:37:29Z,4,0
Rauf Akhtar,The song excellent,2021-03-12T04:46:59Z,11,0
shopping shopping,Super ost,2021-03-12T04:45:54Z,0,0
Saba harmain,Mujae bohath acchi lagthi hai har episode,2021-03-12T04:42:32Z,0,0
Sohail Khan,Wow 😯😯 very  nice song with nice word 👌👍👍👍💓💓💓,2021-03-12T04:18:52Z,0,0
Rubina Baig,Hina’s dressing is ordinary but mehmil’s dressing is so good,2021-03-12T01:19:10Z,31,2
Rubina Baig,I love title song it’s just amazing,2021-03-12T01:16:28Z,10,0
Razi Shafique,⁰,2021-03-11T23:31:40Z,0,0
Haleema K,This drama is all about Wahaj/Hamza. His acting is next level. Such a talent.,2021-03-11T23:19:06Z,41,2
Nida Rafiq,This drama is super addictive i saw 11 episodes in 1 go 😍😍😍 just cnt w8 for thursdays love watching my dramas from the Netherlands 🥰,2021-03-11T23:01:13Z,58,5
Muhammad Sultan,Awesome song,2021-03-11T21:47:05Z,0,0
Zeenat Shah,What a ost!!! 👏 ❤️❤️It,2021-03-11T21:40:53Z,5,0
Nasir Khan,Faisal quershi i love you😍😍😍😍😍😍😍,2021-03-11T21:12:35Z,1,0
Usman Tufail,Addictive song,2021-03-11T21:09:29Z,0,0
Uzma Khan,Each and everyday with this song❤...,2021-03-11T20:56:00Z,7,0
Fatima Almas,"Mehmal is looking so gorgeous, elegant stunning ❤️❤️❤️",2021-03-11T20:39:27Z,38,2
Akanksha Pandey,Outstanding OST hai...pr hoga ky ending me dono ka pyar alg hai 🤔😊,2021-03-11T19:40:09Z,36,0
master food kitchen,I really enjoy,2021-03-11T19:33:25Z,0,0
master food kitchen,What a beautiful song,2021-03-11T19:32:38Z,0,0
GAMEING WORLD two brothers,Nice song,2021-03-11T19:31:53Z,0,0
Pawan Ravi,Hiba and wajahat just make an awesome couple.......,2021-03-11T18:11:39Z,18,1
Salma Farzana,"Hiba and danish are gorgeous, adorable and romantic couple..Best couple they are",2021-03-11T17:23:18Z,7,0
Hassan Shah,I love this drama❤️❤️❤️,2021-03-11T17:07:05Z,0,0
Muhammad Qasim,I am really overwhelmed it&#39;s my love story but i am luckiest in this world i have got the love of my life. She is my wife now i feel it even today as when i was about to lose her but Allah bless me with this beautiful relation it&#39;s been 3 years but still feel those days. now migrated to United Kingdom.,2021-03-11T17:06:10Z,9,1
Mano Irsa Khattak,Love u hibaa from peshawar 😘😘😘😘,2021-03-11T17:00:26Z,1,0
Salman Saleem,Amazing,2021-03-11T16:55:58Z,0,0
Zahra Mirza,Awesome OST❤️,2021-03-11T16:54:48Z,0,0
shanza jamil,voi love triangle bakvac only song is 🔥,2021-03-11T16:17:33Z,1,0
aayat s s,Ab tak ka sabse best song hai ye mere liye life ka i love it😘😘,2021-03-11T16:01:32Z,1,0
Zainab khan,My favourite song nice 😍🥀🥀🥀,2021-03-11T15:28:36Z,1,0
rabail shahid,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=4m16s"">4:16</a> who are these people?",2021-03-11T15:28:15Z,1,1
rabail shahid,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=4m16s"">4:16</a> who are these people?",2021-03-11T15:28:11Z,0,0
rabail shahid,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=4m16s"">4:16</a> who are these people?",2021-03-11T15:28:06Z,0,0
rabail shahid,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=4m16s"">4:16</a> who are these people?",2021-03-11T15:28:01Z,0,0
rabail shahid,"<a href=""https://www.youtube.com/watch?v=WHrcrfNAIqQ&amp;t=4m16s"">4:16</a> who are these people?",2021-03-11T15:27:58Z,0,0
Mirza Usman,💖,2021-03-11T15:24:49Z,0,0
